镇江路  | 2室1厅 | 64.5平米 | 南 | 简装 | 无电梯,高楼层(共6层)1990年建板塔结合  -  挹江门,165万单价25582元/平米,https://nj.lianjia.com/xiaoqu/1411043447820/
高家村42号  | 3室1厅 | 108.27平米 | 南 北 | 简装 | 无电梯,高楼层(共6层)1998年建板楼  -  迈皋桥,268万单价24753元/平米,https://nj.lianjia.com/xiaoqu/148142096445103/
山阴路  | 3室1厅 | 70.37平米 | 南 北 | 简装 | 无电梯,中楼层(共7层)1987年建板塔结合  -  宁海路,650万单价92369元/平米,https://nj.lianjia.com/xiaoqu/1411041576008/
明月新寓  | 3室2厅 | 80.9平米 | 南 北 | 精装 | 无电梯,高楼层(共6层)2002年建板塔结合  -  东山镇,225万单价27813元/平米,https://nj.lianjia.com/xiaoqu/2511051460345/
瑞金北村  | 3室1厅 | 64.89平米 | 南 北 | 精装 | 无电梯,高楼层(共6层)1983年建板楼  -  瑞金路,305万单价47003元/平米,https://nj.lianjia.com/xiaoqu/1411043434688/
营苑新寓  | 2室1厅 | 69.07平米 | 南 | 简装 | 无电梯,中楼层(共7层)1996年建板塔结合  -  迈皋桥,175万单价25337元/平米,https://nj.lianjia.com/xiaoqu/1411046917749/
五塘村  | 2室1厅 | 57.99平米 | 南 北 | 精装 | 无电梯,高楼层(共7层)1987年建板楼  -  五塘广场,150万单价25867元/平米,https://nj.lianjia.com/xiaoqu/1411046686187/
莫愁花园牡丹里  | 2室1厅 | 55.08平米 | 南 北 | 简装 | 无电梯,中楼层(共7层)1996年建板楼  -  凤凰西街,195万单价35404元/平米,https://nj.lianjia.com/xiaoqu/1411000000472/
欧陆经典花园  | 3室2厅 | 115平米 | 南 北 | 精装 | 无电梯,低楼层(共6层)2004年建板楼  -  百家湖,322万单价28000元/平米,https://nj.lianjia.com/xiaoqu/1411041590951/
明发城市广场  | 2室1厅 | 83.42平米 | 南 | 精装 | 有电梯,中楼层(共11层)2010年建板楼  -  顶山街道,245万单价29370元/平米,https://nj.lianjia.com/xiaoqu/2511053200629/
银城街  | 2室1厅 | 69.1平米 | 南 北 | 精装 | 无电梯,中楼层(共7层)1999年建板塔结合  -  龙江,360万单价52099元/平米,https://nj.lianjia.com/xiaoqu/1411000000784/
天地新城天玑座  | 4室2厅 | 85.55平米 | 南 北 | 精装 | 无电梯,高楼层(共6层)2006年建板塔结合  -  岔路口,235万单价27470元/平米,https://nj.lianjia.com/xiaoqu/1412024341607231/
康定里  | 3室1厅 | 70.6平米 | 南 北 | 简装 | 有电梯,中楼层(共7层)2002年建板楼  -  卫岗,278万单价39377元/平米,https://nj.lianjia.com/xiaoqu/1411046464919/
腾飞园  | 3室1厅 | 80.87平米 | 南 北 | 简装 | 无电梯,低楼层(共6层)1996年建板楼  -  龙江,315万单价38952元/平米,https://nj.lianjia.com/xiaoqu/1411000000640/
天润城第三街区  | 4室2厅 | 146.96平米 | 南 北 | 毛坯 | 有电梯,高楼层(共11层)2006年建板楼  -  桥北,285万单价19394元/平米,https://nj.lianjia.com/xiaoqu/1420021456162821/
桥北新村  | 4室2厅 | 136.34平米 | 南 北 | 精装 | 无电梯,中楼层(共6层)2008年建板楼  -  桥北,240万单价17604元/平米,https://nj.lianjia.com/xiaoqu/2511052926626/
天地新城天玑座  | 3室2厅 | 88.62平米 | 南 北 | 精装 | 无电梯,高楼层(共6层)2006年建板塔结合  -  岔路口,226万单价25503元/平米,https://nj.lianjia.com/xiaoqu/1412024341607231/
金象园  | 2室1厅 | 77.06平米 | 南 | 简装 | 无电梯,中楼层(共6层)1999年建板楼  -  光华路,245万单价31794元/平米,https://nj.lianjia.com/xiaoqu/1411043490515/
光华园  | 2室1厅 | 52.24平米 | 南 北 | 精装 | 无电梯,高楼层(共7层)1987年建板楼  -  大光路,146万单价27948元/平米,https://nj.lianjia.com/xiaoqu/1411043579657/
花园路70号  | 4室1厅 | 76.33平米 | 南 北 | 简装 | 无电梯,低楼层(共6层)1997年建板塔结合  -  锁金村,245万单价32098元/平米,https://nj.lianjia.com/xiaoqu/1411000000315/
瑞金北村  | 4室2厅 | 164.18平米 | 南 北 | 精装 | 有电梯,中楼层(共9层)2001年建板楼  -  瑞金路,770万单价46900元/平米,https://nj.lianjia.com/xiaoqu/1411043434688/
金马郦城西区  | 2室2厅 | 53.48平米 | 南 北 | 精装 | 无电梯,低楼层(共3层)2005年建板楼  -  奥体,226万单价42259元/平米,https://nj.lianjia.com/xiaoqu/1411000000376/
欧洲城凯旋丽都花园  | 2室2厅 | 95.08平米 | 南 | 精装 | 有电梯,高楼层(共16层)2005年建板楼  -  兴隆大街,410万单价43122元/平米,https://nj.lianjia.com/xiaoqu/1411000000415/
澳丽嘉园  | 4室2厅 | 155.5平米 | 南 北 | 精装 | 有电梯,高楼层(共11层)2004年建板塔结合  -  大光路,678万单价43602元/平米,https://nj.lianjia.com/xiaoqu/1411041188424/
御河新村  | 2室2厅 | 71.29平米 | 南 北 | 精装 | 有电梯,低楼层(共7层)1998年建板塔结合  -  瑞金路,249万单价34928元/平米,https://nj.lianjia.com/xiaoqu/1411044509576/
星雨华府  | 2室2厅 | 91.38平米 | 南 | 精装 | 有电梯,低楼层(共25层)2008年建板塔结合  -  万达广场,460万单价50340元/平米,https://nj.lianjia.com/xiaoqu/1411000000770/
宇秦园  | 2室2厅 | 78.71平米 | 南 北 | 精装 | 无电梯,中楼层(共6层)2002年建板楼  -  洪家园,235万单价29857元/平米,https://nj.lianjia.com/xiaoqu/1411047192792/
同曦艺术家园  | 4室2厅 | 179.68平米 | 南 北 | 精装 | 有电梯,高楼层(共11层)2007年建板塔结合  -  百家湖,538万单价29943元/平米,https://nj.lianjia.com/xiaoqu/2511051182690/
蔚蓝之都  | 2室2厅 | 128.44平米 | 南 | 其他 | 有电梯,低楼层(共26层)2006年建板楼  -  汉中门大街,520万单价40486元/平米,https://nj.lianjia.com/xiaoqu/1411000000697/
威尼斯水城第一街区  | 3室2厅 | 107.22平米 | 南 北 | 精装 | 有电梯,低楼层(共11层)2015年建板楼  -  桥北,245万单价22851元/平米,https://nj.lianjia.com/xiaoqu/2511053303407/
武夷绿洲品茗苑  | 3室2厅 | 97.28平米 | 南 北 | 精装 | 无电梯,高楼层(共6层)2009年建板楼  -  科学园,282万单价28989元/平米,https://nj.lianjia.com/xiaoqu/2511051361657/
明月花园  | 3室2厅 | 109.96平米 | 南 | 简装 | 无电梯,中楼层(共6层)2001年建板塔结合  -  东山镇,290万单价26374元/平米,https://nj.lianjia.com/xiaoqu/147438478094735/
佳盛花园  | 3室2厅 | 96.8平米 | 南 北 | 简装 | 无电梯,高楼层(共7层)1999年建板塔结合  -  热河南路,273万单价28203元/平米,https://nj.lianjia.com/xiaoqu/1411000000391/
威尼斯水城第一街区  | 3室2厅 | 114.3平米 | 南 | 精装 | 有电梯,低楼层(共11层)2015年建板楼  -  桥北,245万单价21435元/平米,https://nj.lianjia.com/xiaoqu/2511053303407/
水月秦淮  | 3室2厅 | 133.59平米 | 南 北 | 精装 | 有电梯,低楼层(共18层)2007年建塔楼  -  百家湖,320万单价23954元/平米,https://nj.lianjia.com/xiaoqu/2511051666116/
月光广场  | 3室1厅 | 108.06平米 | 南 西 | 精装 | 有电梯,低楼层(共32层)2000年建塔楼  -  龙江,390万单价36092元/平米,https://nj.lianjia.com/xiaoqu/1411000000803/
钟山山庄  | 2室2厅 | 75.99平米 | 南 北 | 精装 | 无电梯,低楼层(共7层)1996年建板塔结合  -  樱驼花园,202万单价26583元/平米,https://nj.lianjia.com/xiaoqu/1411046917958/
裕华名居  | 3室2厅 | 134.87平米 | 南 北 | 精装 | 有电梯,高楼层(共11层)2000年建板楼  -  凤凰西街,558万单价41374元/平米,https://nj.lianjia.com/xiaoqu/1411000000812/
王府国际花园  | 4室1厅 | 151.04平米 | 南 北 | 简装 | 有电梯,低楼层(共15层)2004年建板塔结合  -  新街口,710万单价47008元/平米,https://nj.lianjia.com/xiaoqu/1411000000685/
银城东苑毓秀苑  | 2室2厅 | 95.82平米 | 南 | 精装 | 有电梯,低楼层(共18层)2007年建板楼  -  卫岗,396万单价41328元/平米,https://nj.lianjia.com/xiaoqu/1411041567781/
北晨雅居  | 2室2厅 | 87.59平米 | 南 北 | 精装 | 有电梯,低楼层(共11层)2010年建板楼  -  麒麟镇,185万单价21122元/平米,https://nj.lianjia.com/xiaoqu/2511052315177/
新城市广场  | 2室1厅 | 58.31平米 | 西 西北 北 | 简装 | 有电梯,高楼层(共18层)2005年建塔楼  -  龙江,275万单价47162元/平米,https://nj.lianjia.com/xiaoqu/1411000000721/
钟山晶典苑  | 4室2厅 | 151.29平米 | 南 | 精装 | 有电梯,中楼层(共15层)2010年建板塔结合  -  马群,395万单价26109元/平米,https://nj.lianjia.com/xiaoqu/1411048230056/
碧水湾花园   | 联排别墅 | 4室2厅 | 142.38平米 | 南 北 | 精装 | 无电梯,3层2002年建暂无数据  -  岔路口,510万单价35820元/平米,https://nj.lianjia.com/xiaoqu/1411064148219/
今日家园丹桂居  | 3室1厅 | 94.99平米 | 南 北 | 精装 | 有电梯,中楼层(共10层)1999年建板塔结合  -  万达广场,368万单价38741元/平米,https://nj.lianjia.com/xiaoqu/1411000000389/
双塘里  | 2室1厅 | 80.34平米 | 南 | 简装 | 无电梯,中楼层(共7层)1997年建板楼  -  来凤里,255万单价31741元/平米,https://nj.lianjia.com/xiaoqu/1411043429625/
雨花村  | 3室1厅 | 61.68平米 | 南 | 简装 | 无电梯,中楼层(共5层)2000年建板楼  -  洪家园,160万单价25941元/平米,https://nj.lianjia.com/xiaoqu/2511052486149/
江滨新寓  | 2室1厅 | 57.35平米 | 南 北 | 简装 | 无电梯,中楼层(共6层)1995年建板楼  -  草场门大街,205万单价35746元/平米,https://nj.lianjia.com/xiaoqu/1411000000340/
托乐嘉单身公寓  | 1室0厅 | 36.52平米 | 西南 | 其他 | 有电梯,低楼层(共11层)2003年建塔楼  -  将军大道,85万单价23275元/平米,https://nj.lianjia.com/xiaoqu/1411049794497/
瑞金北村  | 3室1厅 | 72.24平米 | 南 北 | 精装 | 无电梯,中楼层(共6层)1981年建板楼  -  瑞金路,313万单价43328元/平米,https://nj.lianjia.com/xiaoqu/1411043434688/
老虎桥  | 3室1厅 | 85.91平米 | 南 北 | 简装 | 无电梯,高楼层(共6层)1991年建板楼  -  珠江路,438.8万单价51077元/平米,https://nj.lianjia.com/xiaoqu/1411000000433/
凤凰街84号  | 3室1厅 | 75.36平米 | 东 南 西 | 简装 | 无电梯,低楼层(共6层)1984年建板楼  -  汉中门大街,265万单价35165元/平米,https://nj.lianjia.com/xiaoqu/1411000000158/
新天地花园  | 3室1厅 | 80.37平米 | 南 北 | 精装 | 无电梯,高楼层(共7层)1999年建板楼  -  月牙湖,238万单价29614元/平米,https://nj.lianjia.com/xiaoqu/2511052391010/
枫丹白露白露新寓  | 3室2厅 | 136.06平米 | 南 北 | 精装 | 有电梯,中楼层(共11层)2004年建板楼  -  秦虹,525万单价38586元/平米,https://nj.lianjia.com/xiaoqu/1411043549732/
辰龙广场  | 3室2厅 | 116.13平米 | 南 北 | 精装 | 有电梯,中楼层(共28层)2005年建板楼  -  凤凰西街,600万单价51667元/平米,https://nj.lianjia.com/xiaoqu/1411000000077/
锁金二村  | 2室1厅 | 58.15平米 | 南 北 | 精装 | 无电梯,高楼层(共6层)1984年建板塔结合  -  锁金村,173万单价29751元/平米,https://nj.lianjia.com/xiaoqu/1411046917372/
仙林新村北区  | 2室1厅 | 65.48平米 | 南 | 精装 | 无电梯,低楼层(共6层)2001年建板楼  -  仙林,210万单价32071元/平米,https://nj.lianjia.com/xiaoqu/2511053382827/
西华东村社区  | 2室1厅 | 69.86平米 | 南 北 | 简装 | 无电梯,低楼层(共6层)1992年建板楼  -  瑞金路,300万单价42944元/平米,https://nj.lianjia.com/xiaoqu/1411044653325/
北晨雅居  | 2室2厅 | 87.59平米 | 南 北 | 精装 | 有电梯,高楼层(共11层)2010年建板楼  -  麒麟镇,195万单价22263元/平米,https://nj.lianjia.com/xiaoqu/2511052315177/
天润城第七街区  | 2室2厅 | 93.34平米 | 南 北 | 精装 | 无电梯,高楼层(共6层)2006年建板楼  -  桥北,175万单价18749元/平米,https://nj.lianjia.com/xiaoqu/1420024864282169/
节制闸路  | 2室1厅 | 49.33平米 | 南 北 | 简装 | 无电梯,中楼层(共5层)1985年建板楼  -  秦虹,135万单价27367元/平米,https://nj.lianjia.com/xiaoqu/1411046499411/
花园路70号  | 2室1厅 | 62.94平米 | 南 北 | 精装 | 无电梯,高楼层(共6层)1994年建板塔结合  -  锁金村,185万单价29394元/平米,https://nj.lianjia.com/xiaoqu/1411000000315/
万达西地一期  | 2室1厅 | 74.85平米 | 南 | 精装 | 有电梯,中楼层(共29层)2009年建板塔结合  -  万达广场,340万单价45425元/平米,https://nj.lianjia.com/xiaoqu/1411046265445/
天润城第四街区  | 3室2厅 | 105.22平米 | 南 北 | 精装 | 有电梯,低楼层(共11层)2006年建板楼  -  桥北,223万单价21194元/平米,https://nj.lianjia.com/xiaoqu/2511052858805/
左邻右里  | 2室2厅 | 97.46平米 | 南 北 | 精装 | 有电梯,低楼层(共11层)2010年建板楼  -  岔路口,290万单价29756元/平米,https://nj.lianjia.com/xiaoqu/1411099402978/
双井巷  | 3室2厅 | 83.22平米 | 南 北 | 简装 | 无电梯,中楼层(共7层)1995年建板楼  -  珠江路,438万单价52632元/平米,https://nj.lianjia.com/xiaoqu/1411000000584/
大华锦绣华城榴美颂  | 3室2厅 | 99.15平米 | 南 北 | 精装 | 有电梯,中楼层(共11层)2010年建板楼  -  桥北,238万单价24005元/平米,https://nj.lianjia.com/xiaoqu/2511052761134/
茶亭村  | 2室1厅 | 43.97平米 | 南 北 | 精装 | 无电梯,高楼层(共5层)1985年建板楼  -  南湖,135万单价30703元/平米,https://nj.lianjia.com/xiaoqu/1411047634823/
积善新寓睦和园  | 3室1厅 | 95.41平米 | 南 北 | 简装 | 无电梯,中楼层(共7层)2003年建板塔结合  -  万达广场,350万单价36684元/平米,https://nj.lianjia.com/xiaoqu/1411000000396/
聚福园二期  | 5室2厅 | 185.21平米 | 南 西 北 | 精装 | 无电梯,高楼层(共6层)2002年建板楼  -  龙江,740万单价39955元/平米,https://nj.lianjia.com/xiaoqu/1411000000352/
芳草园  | 2室1厅 | 63.04平米 | 南 | 简装 | 有电梯,高楼层(共7层)1998年建板塔结合  -  龙江,490万单价77729元/平米,https://nj.lianjia.com/xiaoqu/1411000000142/
时光澔韵  | 2室1厅 | 85.9平米 | 南 北 | 精装 | 有电梯,中楼层(共11层)2007年建板楼  -  小行,292万单价33994元/平米,https://nj.lianjia.com/xiaoqu/1411042942570/
木匠营小区  | 2室1厅 | 52.87平米 | 东 南 北 | 精装 | 无电梯,中楼层(共7层)1998年建板塔结合  -  长乐路,178万单价33668元/平米,https://nj.lianjia.com/xiaoqu/1411041829237/
芳草园  | 2室1厅 | 81.2平米 | 西南 | 简装 | 有电梯,低楼层(共30层)1997年建板塔结合  -  龙江,515万单价63424元/平米,https://nj.lianjia.com/xiaoqu/1411000000142/
大阳沟  | 2室1厅 | 68.9平米 | 南 北 | 简装 | 无电梯,高楼层(共5层)1982年建板楼  -  大光路,178万单价25835元/平米,https://nj.lianjia.com/xiaoqu/1411044465719/
尖角营小区  | 3室1厅 | 66.9平米 | 南 北 | 其他 | 无电梯,中楼层(共7层)1994年建板楼  -  丹凤街,248万单价37071元/平米,https://nj.lianjia.com/xiaoqu/1411000000365/
拓园  | 2室1厅 | 51.23平米 | 南 北 | 其他 | 有电梯,中楼层(共7层)1993年建板楼  -  茶南,158万单价30842元/平米,https://nj.lianjia.com/xiaoqu/1411000000670/
北门桥小区  | 2室1厅 | 79.69平米 | 东南 | 毛坯 | 有电梯,中楼层(共24层)1998年建塔楼  -  长江路,218万单价27357元/平米,https://nj.lianjia.com/xiaoqu/1411000000041/
康业里  | 1室1厅 | 42.43平米 | 南 | 精装 | 无电梯,中楼层(共7层)2000年建板楼  -  洪家园,125万单价29461元/平米,https://nj.lianjia.com/xiaoqu/1411047120051/
天润城第四街区  | 2室2厅 | 87.55平米 | 南 北 | 简装 | 无电梯,高楼层(共6层)2006年建板楼  -  桥北,175万单价19989元/平米,https://nj.lianjia.com/xiaoqu/2511052858805/
申家巷  | 2室1厅 | 60.56平米 | 南 北 | 简装 | 有电梯,高楼层(共9层)1998年建板楼  -  常府街,195万单价32200元/平米,https://nj.lianjia.com/xiaoqu/1411041623446/
明月港湾星河湾  | 3室2厅 | 124.7平米 | 南 北 | 精装 | 有电梯,低楼层(共11层)2005年建板塔结合  -  岔路口,315万单价25261元/平米,https://nj.lianjia.com/xiaoqu/1420023314831999/
宁工新寓二村  | 3室1厅 | 79.03平米 | 南 北 | 简装 | 有电梯,高楼层(共9层)2000年建板楼  -  草场门大街,315万单价39859元/平米,https://nj.lianjia.com/xiaoqu/1411000000500/
金陵名人居  | 2室2厅 | 112.92平米 | 南 北 | 精装 | 无电梯,高楼层(共6层)2003年建板塔结合  -  龙江,478万单价42331元/平米,https://nj.lianjia.com/xiaoqu/1411000000371/
钟山晶典苑  | 3室2厅 | 111.18平米 | 南 北 | 精装 | 有电梯,低楼层(共16层)2010年建板塔结合  -  马群,320万单价28783元/平米,https://nj.lianjia.com/xiaoqu/1411048230056/
威尼斯水城第六街区  | 2室2厅 | 82.62平米 | 南 | 精装 | 有电梯,高楼层(共18层)2005年建板楼  -  桥北,190万单价22997元/平米,https://nj.lianjia.com/xiaoqu/2511052757640/
大地伊丽雅特湾  | 2室1厅 | 82.01平米 | 南 北 | 精装 | 有电梯,中楼层(共11层)2010年建板楼  -  晓庄,265万单价32314元/平米,https://nj.lianjia.com/xiaoqu/2511053949548/
清河新寓一村  | 2室1厅 | 62.7平米 | 南 北 | 简装 | 无电梯,高楼层(共7层)1998年建塔楼  -  凤凰西街,425万单价67784元/平米,https://nj.lianjia.com/xiaoqu/1411000000530/
苏建豪庭  | 3室2厅 | 134.96平米 | 南 北 | 精装 | 有电梯,低楼层(共17层)2005年建板楼  -  应天西路,480万单价35567元/平米,https://nj.lianjia.com/xiaoqu/1411000000582/
幕府佳园  | 4室2厅 | 121.22平米 | 南 北 | 精装 | 无电梯,高楼层(共5层)2006年建板楼  -  金陵小区,360万单价29699元/平米,https://nj.lianjia.com/xiaoqu/1411000000484/
天印花园  | 3室2厅 | 123.27平米 | 南 北 | 精装 | 无电梯,高楼层(共6层)2003年建板楼  -  东山镇,300万单价24337元/平米,https://nj.lianjia.com/xiaoqu/1411099668191/
天润城第十街区  | 2室2厅 | 81.64平米 | 南 北 | 精装 | 有电梯,低楼层(共11层)2009年建板楼  -  桥北,185万单价22661元/平米,https://nj.lianjia.com/xiaoqu/2511052832045/
名嘉佳园小区  | 2室2厅 | 78.63平米 | 南 | 精装 | 有电梯,中楼层(共16层)2006年建板楼  -  岔路口,221万单价28107元/平米,https://nj.lianjia.com/xiaoqu/2511053036467/
天华硅谷  | 3室2厅 | 114.39平米 | 南 北 | 毛坯 | 有电梯,中楼层(共11层)2012年建板楼  -  泰山街道,246万单价21506元/平米,https://nj.lianjia.com/xiaoqu/2511052835655/
